Contributor ID,Ratio,Mean_gap,Max_gap
159886,0.10214285714285715,9,701
0,1.3151020408163265,0,308
108,0.1413237924865832,7,169
74348,1.1555555555555554,0,30
47291,0.249728555917481,4,69
138610,0.08881578947368421,11,625
21968,0.12178148921363953,8,208
179697,0.08126372698090893,12,261
564742,0.13701784686240645,7,101
428795,0.16134425681324194,6,327
1568337,0.4163636363636364,2,398
3045229,0.12258687258687259,8,387
219653,0.1301416048550236,7,515
212143,0.05542483660130719,18,557
4268551,0.05587958607714017,17,162
134756,0.06619060697610546,15,315
4022432,0.04214123006833713,23,344
583054,0.2731326644370123,3,125
3596390,0.036438075742067554,27,333
8973808,0.035945363048166784,28,331
2715142,0.05041107745564691,19,735
137678,0.047619047619047616,21,379
8356162,0.28232424040807275,3,335
533049,0.026100209563726422,38,466
4693572,0.027339852324885252,36,590
146986,0.41459627329192544,2,318
256198,0.046732596470816366,21,4122
87883,0.2376237623762376,4,105
617133,0.05265257279617072,19,259
1616157,0.29059660213354405,3,681
48734,0.03927961496662009,25,425
382847,0.03804347826086957,26,991
45645,0.11310344827586206,8,122
1865063,0.09088978551709492,11,236
124348,0.03772618641174462,26,505
4562410,0.299761620977354,3,126
7227106,0.09256559766763849,10,139
6127189,0.0771682221716367,12,273
5160420,0.15263157894736842,6,276
17022401,0.07443583698214887,13,493
715453,0.263619178553016,3,574
18522464,0.09905838041431261,10,417
313197,0.6430693069306931,1,502
294180,0.20577018736527938,4,76
7735637,0.030756612671724422,32,867
4638230,0.028609447771124417,35,1089
29738728,0.05749718151071026,17,152
19431,0.17402597402597403,5,218
90651,0.42744063324538256,2,119
12028,0.2523364485981308,3,334
288353,0.15612903225806452,6,332
34467,0.05614515576857241,17,830
178836,0.3701399688958009,2,23
28886,0.9797297297297297,1,59
1072588,0.02106717319979278,47,3339
98543,0.01818496709386907,55,1473
275971,0.04488778054862843,22,641
897376,0.026894005976445774,37,366
459990,0.03113592441485935,32,1098
480791,0.037520391517128875,26,1651
2175,0.13781017804570306,7,162
149583,0.20653133274492497,4,138
1344935,0.08705701078582434,11,771
18620,0.06461591338717992,15,3131
638345,0.19722382880277617,5,116
4795501,0.12486544671689989,8,96
299164,0.02728380024360536,36,264
949717,0.4605902777777778,2,73
1379097,0.12563736487864574,7,1541
3771827,0.044387755102040814,22,1240
532775,0.02590543259557344,38,837
494861,0.07299642674834099,13,211
1841542,0.47671665351223363,2,253
1298255,0.05102040816326531,19,803
2723875,0.032772746873652434,30,452
7200925,0.0858704137392662,11,539
9801177,0.13574660633484162,7,305
2959053,0.08286577470867501,12,585
929196,0.13641284734752795,7,556
2966869,0.1323013415892673,7,871
206485,0.06713002203763349,14,487
7044616,0.052464616886285995,19,578
12666844,0.09702258726899383,10,3614
9491027,0.13474850023073373,7,363
42464,0.4989565217391304,2,184
1623918,2.0289389067524115,0,105
11628032,0.14299153339604892,7,396
9402649,0.02376990729736154,42,519
16709972,0.12967581047381546,7,324
403690,0.097837646224743,10,971
240680,0.03022148623473401,33,740
487310,0.37906062487068076,2,72
15484855,0.2358565737051793,4,263
20957809,0.1021180030257186,9,112
18057899,0.04551870148200424,22,305
770058,0.4042954920934624,2,660
16927144,0.08673653776653416,11,325
13311235,0.06059759843619101,16,118
12136076,0.2702702702702703,3,242
28857043,0.16675139806812406,6,167
3808,0.13305541080423833,7,965
94147,0.14734380220514534,6,596
84951,0.04353455251658844,23,225
326243,0.027261677374544192,36,2120
1386816,0.8198983297022513,1,86
3306290,0.22062168309325247,4,235
5188193,0.040736607142857144,24,510
8766034,0.032879818594104306,30,1038
8786164,0.3227132579650565,3,83
7304264,0.11108760050782904,9,806
3402190,0.04120443740095087,24,1192
601623,0.05933576346699068,16,479
1640548,0.10761660248181429,9,475
3311318,0.05196947824293669,19,533
254824,0.03931203931203931,25,759
5890910,0.025138558986539983,40,920
4088067,0.06102763865702096,16,651
7397251,0.060542797494780795,16,274
18252136,0.041857193105874074,24,251
4770293,0.18573099415204677,5,330
2240,0.03620933521923621,27,2901
31175,0.08090614886731391,12,383
118007,0.017848370722122156,56,764
57658,0.3005700200277307,3,176
84417,0.6231588843622689,1,104
135,0.07255520504731862,13,264
10999,0.2192216044479746,4,157
28438,0.2393029407188424,4,1069
10512,0.10149006622516556,9,625
42847,0.03951719576719577,25,1102
99351,0.04763401980820626,21,4340
18048,0.16899224806201552,5,56
7643,0.029271916790490342,34,341
63762,0.06590071536960763,15,1305
369889,0.047429078014184396,21,1795
460372,0.44320712694877507,2,152
265063,0.17173766058147397,5,786
7457,0.05425853869433636,18,814
1815533,0.24975124378109453,4,245
245519,0.03106762787504291,32,449
2625968,0.04379776601998824,22,693
125791,0.11189303307529909,8,161
735741,0.05853401300755844,17,716
85193,0.048476235591346915,20,270
71798,0.02361060661096985,42,523
1663062,0.043694690265486724,22,579
2268254,0.233502538071066,4,192
3705239,0.05518805518805519,18,770
129409,0.2575706594885599,3,425
1033358,0.019332827899924184,52,1443
394292,0.04303227420565424,23,1387
5126703,0.041593780369290574,24,1026
563447,0.062394318566114305,16,357
13127810,0.11724487211952393,8,200
14419815,0.14486803519061583,6,282
6104108,0.1453341126047146,6,363
6488475,0.2525458248472505,3,147
1673502,0.031242975949651607,32,338
593397,0.04660404624277457,21,372
561624,0.03483386923901393,28,1302
11180150,0.043209876543209874,23,527
14512424,0.10837916531866709,9,257
1265352,0.0674061433447099,14,455
10363,0.051774857815257896,19,633
578047,0.020054384772263765,50,2045
1340662,0.059718969555035126,16,490
19507760,0.1050610820244328,9,194
13667518,0.0369752571587434,27,439
34434225,0.12297734627831715,8,47
18916437,0.22657004830917873,4,736
6707,0.08789210486437339,11,640
8531,0.7086092715231788,1,18
6153,0.043105950653120464,23,1242
26995,0.1396534148827727,7,259
49577,0.596820809248555,1,75
57761,0.07309486780715396,13,1606
59205,0.052461662631154156,19,719
41050,0.09828496042216359,10,256
10784,0.10633946830265849,9,260
10915,0.08410200759631037,11,220
140178,0.038179916317991634,26,1886
3778104,0.03111219990200882,32,1505
13025,0.022404779686333084,44,1172
4320462,0.21501227639424764,4,96
90310,0.02601667087648396,38,1542
5717,0.034811985898942424,28,1450
2051880,0.15739581470219996,6,117
850119,0.03526136715125271,28,390
3495083,0.0663441603317208,15,1459
98915,0.039862016098121886,25,520
20834545,0.06991869918699187,14,262
5185257,0.04544,22,470
1543097,0.026838709677419356,37,1388
13855546,0.04806517311608961,20,727
206678,0.02531645569620253,39,480
16761480,0.050980392156862744,19,209
1289606,0.02845771144278607,35,704
7269056,0.03253886010362694,30,1967
6032993,0.031163159984120684,32,301
14423028,0.052450558899398106,19,3004
18177679,0.046120952962736717,21,536
217736,0.026535253980288095,38,382
497435,0.4198473282442748,2,32
6995,0.04395446029687275,22,407
665998,1.2121968616262482,0,626
2313206,0.11626541397533764,8,192
659090,0.18845700824499412,5,797
75230,0.08131791097090782,12,452
133598,0.0774361477143322,12,94
712163,0.9163937252197897,1,38
6908984,0.2953100158982512,3,627
1988889,0.06511812586857256,15,390
1587622,0.4193054136874362,2,634
5495886,0.058704453441295545,17,144
2,0.1199400299850075,8,289
190376,0.12809187279151943,7,196
2267145,0.09767737830098631,10,627
170083,0.09869375907111756,10,780
219031,0.088875809299588,11,161
5360838,0.0876400078600904,11,160
922466,5.333333333333333,0,4
2054613,0.018042157913540552,55,457
5947179,0.6843100189035917,1,74
19796795,0.12994350282485875,7,92
10841396,0.06361607142857142,15,561
11677590,0.09028077753779698,11,98
300,0.15371716042481834,6,755
152983,0.8741407528641572,1,221
329003,0.11088029083354972,9,714
27822,0.09411373461922182,10,954
1395162,0.6839899413243923,1,300
7417813,0.2754946727549467,3,248
4915101,0.09930624380574826,10,449
3606755,0.459190163239347,2,188
202276,0.04160450853638323,24,757
3295,0.22682926829268293,4,60
7495,0.2254601226993865,4,175
14486,0.3864027538726334,2,62
29890,0.04700725513905683,21,2157
19619,0.023792983674887115,42,987
37284,0.026554105909439754,37,678
22619,0.24569288389513108,4,300
103347,0.37869198312236285,2,267
612852,0.02631578947368421,38,489
6603820,0.02252713495801761,44,3228
1586414,0.05691934178581063,17,880
4127612,0.048869752421959095,20,475
16847332,0.14886251236399603,6,165
29727696,0.18734388009991673,5,363
19073392,0.10660825118656445,9,899
18040497,0.07969151670951156,12,495
69423,0.12664441390143333,7,143
1590599,0.44060114503816794,2,254
3362,0.7439024390243902,1,32
33,0.06466043106954046,15,877
76,0.18321545157780195,5,124
15756,1.3452768729641693,0,11
37404,0.184640522875817,5,322
85186,0.06826480393713288,14,425
33145,0.19106490587243607,5,504
109479,0.06302131603336422,15,416
7540,0.028275862068965516,35,2575
130326,0.0178051149239236,56,804
37736,0.056666666666666664,17,249
91460,0.03683536194746957,27,737
195366,0.05913445655764784,17,691
216352,0.5443959243085881,1,110
131030,0.5449750138811771,1,1036
853739,0.5067114093959731,1,58
203358,0.05932686822589846,16,734
89179,0.05828220858895705,17,2190
774663,0.18944844124700239,5,182
303874,0.5492085340674466,1,122
88149,0.08460736622654622,11,867
93358,0.07152078492124968,14,1347
5861,0.04013875123885035,25,3592
422965,0.044652824291136414,22,1034
2615727,0.029651593773165306,34,289
2061872,0.027583088401537417,36,1765
421630,0.03314647818669266,30,1014
1910434,0.17437722419928825,5,67
2092344,0.24952162265595101,4,639
732608,0.5713621571362157,1,358
1763779,0.6395184135977338,1,258
3010110,0.06684073107049608,15,710
5636179,0.08386638237384506,12,895
134937,0.134141572154869,7,365
1792859,0.3060668029993183,3,663
2796609,0.3581081081081081,2,230
4066948,0.21359223300970873,4,212
5019622,0.07740324594257178,12,956
3369647,0.11529680365296803,8,120
238113,0.08517260894170911,11,623
6154936,0.04976237070170534,20,745
5792322,0.04625735912531539,21,1373
4755260,0.02858776443682104,35,509
2092487,0.1515490854796566,6,206
461895,0.1204178163184864,8,170
5739795,0.06902014030323603,14,374
2910303,0.049648324369052546,20,3396
7696608,0.22627737226277372,4,288
73920,0.09713273195876289,10,306
1292390,0.027134209977040285,37,959
48025,0.05121896667412212,19,1305
769808,0.06557377049180328,15,434
673412,0.03690322580645161,27,1280
7561550,0.03519781718963165,28,2820
4715701,0.04229142637447136,23,1421
207227,0.03806474564212024,26,1246
8220191,0.25323275862068967,3,589
1659342,0.06663665015758667,15,192
278352,0.6434528773978315,1,373
4623850,0.11165387299371947,9,416
1389620,0.26792635658914726,3,182
50457,0.2680115273775216,3,288
2389084,0.15776499589153656,6,419
7564219,0.02357113057989153,42,2687
78380,0.04137447405329593,24,567
492987,0.07225484961736964,13,443
64883,0.039552601718268764,25,523
3955768,0.0518943011779688,19,459
1455149,0.08715184186882301,11,502
13881783,0.2338653712699514,4,153
545864,0.04988789237668161,20,266
100426,0.11583120928915322,8,261
7661756,0.1634559252772913,6,701
466673,0.07085463842220599,14,1567
1138432,0.023260321767784455,43,1215
17859592,0.23985463355542097,4,153
1998764,0.10318949343339587,9,192
3004667,0.03143683702989392,32,497
5253460,0.127134724857685,7,1527
14252625,0.10520887055183084,9,176
503067,0.11674008810572688,8,1231
14915841,0.13789107763615296,7,319
10242667,0.07525325615050651,13,186
20888637,0.052652106084243366,19,296
1672698,0.036397748592870545,27,347
22220474,0.19090009891196835,5,42
5243703,0.05161154413313672,19,628
16680171,0.15997830802603036,6,295
26347579,0.13276709879302637,7,108
11557355,0.08615526376410965,11,367
62026,0.04866635470285447,20,160
3215664,0.03695491500369549,27,811
202394,0.1188783570300158,8,109
3066891,0.03262826282628263,30,811
3632083,0.1927644297155482,5,526
10006598,0.18647959183673468,5,298
746004,0.04477345701034606,22,342
16917609,0.09175257731958762,10,161
39203244,0.34202898550724636,2,183
23736,0.3042829428443516,3,221
34793,0.1199671322925226,8,711
5846,0.042789223454833596,23,575
33387,0.02188976377952756,46,1407
87205,0.35816618911174786,2,368
318837,0.11392405063291139,8,351
643450,0.017059024223814397,59,856
187158,0.09689922480620156,10,459
2413055,0.09123692751532636,10,407
11025703,0.06662980370472768,15,270
13467261,0.05683603981141959,17,361
20106661,0.0859538784067086,11,302
1382933,0.08074204946996466,12,131
25128382,0.12627406568516422,7,296
62,0.5554396034437777,1,288
42667,0.04486497980012758,22,1639
28065,0.08348484848484848,12,755
271376,0.09697146185206756,10,579
382591,0.0911983032873807,10,1718
42901,0.13588588588588588,7,98
2803391,0.06423473433782712,15,2586
319061,0.40406976744186046,2,21
753960,0.046224417784050814,21,662
3271123,1.0105708245243128,0,42
1300609,0.022532751091703055,44,1178
1564706,0.0775709219858156,12,1116
2904335,0.7140902872777017,1,90
4386431,0.03644553644553645,27,2768
4168735,0.4048140043763676,2,189
14951201,0.2,5,66
13361749,0.11375387797311272,8,321
112889,0.04056084126189284,24,526
11630810,0.06933825467967308,14,204
299039,0.06046756899279311,16,317
2956291,0.12612443778110943,7,160
1872772,0.02344175904052335,42,1841
18515189,0.16415261756876665,6,337
9337959,0.03858447488584475,26,419
7226930,0.15748923634715614,6,666
55284,0.10910815939278938,9,140
44846,0.04440714176712956,22,506
9475,0.061187916026625704,16,838
839108,0.2315112540192926,4,58
283225,0.020458553791887126,49,1040
17163,0.06691692508568631,14,440
711150,0.0246381805651275,40,597
4503828,0.07786312849162011,12,552
13747,0.2878120411160059,3,340
216295,0.0947940947940948,10,2697
123395,0.04817335243553009,20,1359
1150136,0.0274153904329741,36,1101
7701610,0.4153846153846154,2,16
5875630,0.06993817619783617,14,524
4588674,0.0430411561420044,23,179
10044298,0.09287568503028555,10,823
93027,0.02100585740254494,48,761
23498277,0.31058549825513765,3,253
531961,0.0663709264630609,15,1206
1879095,0.04971489665003564,20,612
5064221,0.03520485584218513,28,1921
1399437,0.06522911051212937,15,538
6590632,0.06002265005662514,16,694
2298426,0.029872764152683015,33,540
284810,0.053626675833619804,18,302
413903,0.18451944240645635,5,115
8515513,0.02735203961329875,36,496
2970597,0.09400749063670412,10,559
6193373,0.18691588785046728,5,358
1260261,0.026168224299065422,38,1837
3236687,0.06659793814432989,15,1047
339034,0.9335407239819005,1,122
16477971,0.11515782171349288,8,733
16733028,0.056323777403035416,17,665
13080272,0.08176260825267448,12,1265
13541347,0.06332046332046332,15,362
380571,0.032645466847090666,30,421
2952359,0.051768137076193946,19,477
381149,0.10413051023950018,9,226
1522828,0.11745747538048344,8,141
4637213,0.025418833044482957,39,895
553121,0.13243053112908898,7,300
4919722,0.04879120879120879,20,1039
1276677,0.06379480434067741,15,657
5094,0.0632118451025057,15,343
70592,0.027394106813996316,36,1238
104381,0.1809623430962343,5,115
642378,0.16657999653319466,6,249
203730,0.05942064867541471,16,1736
5655867,0.17096018735362997,5,383
140005,0.048858204992033985,20,1287
1239045,0.03320584144645341,30,1086
491427,0.09169819719563765,10,2114
393474,0.07337723424270931,13,439
6346494,0.10861759425493717,9,991
18028366,0.11373209772535804,8,263
4497767,0.14739612709155855,6,140
14511822,0.11227637260950031,8,201
11989454,0.05408038976857491,18,578
12935443,0.2873051224944321,3,303
1304678,0.37754702194357365,2,110
32084967,0.6166166166166166,1,112
603343,0.02477518810790971,40,1038
11378440,0.09642233856893542,10,176
915833,0.10651828298887123,9,73
523968,0.030695443645083934,32,423
3129585,0.028449197860962568,35,694
19089174,0.20631067961165048,4,114
10248457,0.07324439969796123,13,217
43,0.06773743016759777,14,591
584,0.14304418985270048,7,702
5862,0.2034299231224128,4,952
83,0.17895822588963384,5,607
7858,0.098812351543943,10,1147
52,0.0636486747920294,15,1586
14002,0.12077702702702703,8,376
899,0.05732484076433121,17,698
9876,0.03879003558718861,25,4074
79805,0.199288256227758,5,584
8903,0.11154598825831702,9,363
33103,0.7232524964336662,1,26
51464,0.09976019184652278,10,600
7891,0.05701443103856163,17,1037
16559,0.09122118685630211,10,848
28622,0.03230251071647275,31,1310
34978,0.03842315369261477,26,2273
41995,0.03264490339773484,30,3074
8926,0.035241048773611505,28,930
76424,0.048835462058602556,20,1823
31618,0.05287032692006882,18,1845
7410,0.09698848538529672,10,519
69412,0.05433829973707274,18,2412
15130,0.0405040504050405,24,1287
198194,0.19401840490797545,5,234
30528,0.0667023841414412,15,1226
111632,0.17729204614450517,5,350
14741,0.25342242503259454,3,1331
185818,0.25795644891122277,3,182
97276,0.0249911378943637,40,2968
42389,0.06574827802128992,15,307
170381,0.06331811263318113,15,278
195374,0.083633741888969,12,1864
21804,0.06191369606003752,16,811
233733,0.19855595667870035,5,56
188933,0.2786259541984733,3,98
43680,0.10244648318042814,9,329
184087,0.17620345140781107,5,219
292494,0.1401320616287601,7,425
266462,1.5483870967741935,0,41
153537,0.07439446366782007,13,1657
223113,0.40831758034026466,2,49
1,0.035268068954610154,28,935
372,0.059714795008912656,16,1543
411183,0.042248208223311955,23,1929
2376,0.42857142857142855,2,785
639298,0.06840390879478828,14,752
1524194,0.08355743373031117,11,2645
503806,0.09211444521981857,10,314
1285828,0.07174048658764816,14,470
1141531,0.07718120805369127,13,763
1477312,0.058547162992410556,17,972
8367391,0.056013579049466536,17,946
543047,0.04369538077403246,23,329
25256595,0.07535641547861507,13,185
2952402,0.05191100969766115,19,507
154670,0.04039066379738454,24,1991
8220906,0.035980810234541576,28,982
21491290,0.05036908380373426,20,295
90,0.3802966101694915,2,176
5771,0.024865041714379192,40,2357
3857,0.08866995073891626,11,149
39836,0.13403614457831325,7,133
18610,0.6644736842105263,1,43
140084,0.16475095785440613,6,713
158008,0.07004830917874397,14,1495
57035,0.12597510373443985,7,1897
212410,0.16968184653774174,5,666
72309,0.0913081650570676,11,678
50001,0.08875070661390616,11,179
233878,0.04958333333333333,20,504
604893,0.13642052565707133,7,308
404472,0.09415584415584416,10,297
750223,0.02655275917801893,37,3302
171365,0.07076622742801367,14,318
68446,0.03583758014137761,28,2455
107439,0.04470100651272942,22,586
52568,0.2010221465076661,4,216
1262171,0.08051529790660225,12,383
477768,0.11575680116852291,8,312
55767,0.0249914994899694,40,1321
431937,0.3934010152284264,2,56
2195111,0.4435483870967742,2,25
90192,0.04221688675470188,23,1962
147410,0.05735140771637122,17,935
28422,0.03399900973758046,29,2106
27922,0.2504378283712785,4,58
107598,0.06678445229681979,15,437
722149,0.03919066715275246,25,1202
787522,0.05550755939524838,18,828
44476,0.02377234079472497,42,1981
121384,0.06597938144329897,15,1575
379407,0.20431654676258992,4,58
674008,0.03503754022166607,28,1016
1897072,0.7544378698224852,1,87
562585,0.048909134500119876,20,814
5047767,0.8232963549920761,1,29
191157,0.09621212121212121,10,215
3859960,0.34355828220858897,2,111
690391,0.09026043524794862,11,352
3190204,0.1799719887955182,5,252
4754643,0.07486263736263736,13,443
1475157,0.05168024439918534,19,1194
1732934,0.07733897508227551,12,1520
2306142,0.24660417065238185,4,389
1080237,0.17401668653158522,5,145
556700,0.05232929164007658,19,982
1283263,0.029788084766093563,33,1643
642191,0.04739592719408903,21,1203
1905157,0.10489924930857368,9,939
3431267,0.623721881390593,1,57
3444830,0.5576960498151391,1,365
3598406,0.4212121212121212,2,66
851404,0.04823529411764706,20,887
3204127,0.05952380952380952,16,910
754622,0.10137041515517936,9,511
2424895,0.025949761262196388,38,760
1538132,0.03421900161030596,29,421
96897,0.2173775671406003,4,128
726851,0.030772208244629378,32,1770
7338423,0.03248730964467005,30,924
1094964,0.06755523096585722,14,1952
174430,0.04334055675945991,23,351
678376,0.0540775014459225,18,350
49716,0.02217546131434121,45,1226
913893,0.03350515463917526,30,720
365454,0.16497588558124066,6,198
55014,0.2366215344938749,4,239
271657,0.1433284457478006,6,538
1004820,0.06397114654517844,15,705
9992,0.053911514796366834,18,160
3138762,0.03789774758670004,26,1005
672,0.049766718506998445,20,1137
353669,0.05121159130652011,19,728
70142,1.8553446940356313,0,655
2666389,0.6478405315614618,1,212
6919636,0.04770396790013375,21,518
6479686,0.13188780584841853,7,635
5515357,0.1406570841889117,7,134
4066002,0.13818615751789975,7,1522
7588036,0.0865874363327674,11,1100
7030178,0.03757711721817162,26,1217
236191,0.10816257977830031,9,434
1208138,0.21948051948051947,4,91
31706,0.07260061919504644,13,356
749357,0.03834859215754016,26,636
8264159,0.06582010582010582,15,227
1998211,0.1878419452887538,5,344
1386203,0.25544899738448124,3,131
634828,0.06490727532097004,15,733
2528927,0.019892580067634773,50,1632
9939443,1.2905982905982907,0,6
7746361,0.5221674876847291,1,30
113357,0.04837084313066846,20,1098
3280505,0.17272727272727273,5,206
110766,0.05026782035434693,20,1164
2001020,0.056686846450192625,17,179
5241237,0.11576354679802955,8,403
2438920,0.05341079460269865,18,2069
16710,0.2504977375565611,3,275
991331,0.03949777661522365,25,789
7635045,0.05683136163303178,17,732
1148557,0.06013907160308213,16,801
10509096,0.3318264014466546,3,153
11207933,0.04971590909090909,20,830
1328636,0.01954624781849913,51,935
5893912,0.1357409713574097,7,484
153556,0.11237700673226307,8,344
2241258,0.0407433881343817,24,1043
10639536,0.06660772178013558,15,1396
633984,0.024685607824871916,40,876
9049621,0.06963042313872522,14,1925
9217408,0.25132978723404253,4,396
3790390,0.07369614512471655,13,1416
4062893,0.46152423233444323,2,108
4709,0.1211858904998918,8,298
2359527,0.09017094017094017,11,448
15658288,0.0944686140459913,10,1062
11261154,0.030685920577617327,32,734
11954118,0.06704645048203331,15,278
2377922,0.04479166666666667,22,531
7701499,0.03395472703062583,29,1097
9861893,0.4258530183727034,2,136
11802337,0.04205246913580247,24,734
82697,0.04284994118635523,23,242
19617002,0.3318872017353579,3,59
10271545,0.043535911602209945,23,355
15151559,0.06952303961196443,14,612
15080110,0.030194319880418534,33,328
21160672,0.0836864406779661,12,202
12227145,0.032175689479060264,31,427
1639760,0.06639004149377593,15,168
17955628,0.04793028322440087,21,563
6257645,0.09651865749426725,10,799
14403972,0.09323529411764706,10,448
877242,0.521824838073782,1,238
101696,0.03733420664810873,26,519
14370884,0.045514686424980154,22,628
2884580,0.03000491883915396,33,1413
12676481,0.3538289547233091,2,706
11995480,0.08443990466462377,11,739
4490355,0.04334600760456274,23,682
19940685,0.06585365853658537,15,687
4295,0.03201156546881454,31,1650
21182039,0.06875383670963782,14,234
52585,0.031423290203327174,32,731
12039949,0.04003954522985665,25,263
469625,0.053964147107743485,18,1544
92203,0.5055284552845528,1,2740
1403682,0.09645358030268805,10,548
15183719,0.053061224489795916,18,248
88809,0.024165507649513213,41,549
21142197,0.1090520313613685,9,172
3008641,0.20291216533583842,4,494
13353774,0.04207573632538569,23,510
10408318,0.02402135231316726,42,1428
16899771,0.16767582673497905,5,183
266534,0.024954851420128057,40,1084
1755816,0.16652719665271967,6,728
32762897,0.08333333333333333,12,73
35567013,0.11907270811380401,8,154
317119,0.04148783977110158,24,663
35019008,0.2524977293369664,3,133
327763,0.0624594769829263,16,940
8318174,0.09644337770019638,10,1268
16759563,0.07615563684735617,13,830
43393,0.018838056039259143,53,694
20924972,0.07293423271500843,13,429
25082147,0.2190132370637786,4,183
19082616,0.8871662360034454,1,75
1432370,0.043261527505786004,23,551
1100608,0.022953483648182,43,587
28856560,0.1245593419506463,8,376
326639,0.04891833950496979,20,723
39218216,0.23339011925042588,4,214
35875811,0.11088709677419355,9,149
422817,0.0291897332662305,34,999
3903,0.22847301951779564,4,508
7181920,0.08403538331929233,11,758
8201,0.19900908340214699,5,119
3628,0.3052147239263804,3,470
35314,0.3564356435643564,2,61
27307,0.043256997455470736,23,197
114034,0.04814550641940086,20,536
164032,0.042149292149292146,23,265
358372,0.18407212622088656,5,402
152456,0.09679529103989536,10,229
184109,0.11659513590844063,8,822
6661,0.028171182266009853,35,1418
139489,0.21658291457286433,4,558
92944,0.08801020408163265,11,611
12620,0.2563270603504218,3,332
289480,0.7617728531855956,1,107
295268,0.028066732090284593,35,1933
23407,0.06309786607799853,15,577
923901,0.3036093418259023,3,108
149211,0.039480177660799476,25,593
2164770,0.11995967741935484,8,178
1008048,0.03683016233199511,27,598
77722,0.15789473684210525,6,86
170745,0.2642857142857143,3,334
514304,0.027361319340329836,36,3298
48143,0.10215157976352006,9,341
212435,0.0533462657613967,18,259
4386881,0.1488561579442181,6,227
239610,0.04482022656378263,22,3363
2292203,0.1445114595898673,6,900
6046731,0.15061828501925806,6,143
1025532,0.035371489512975474,28,1371
6080674,0.6470588235294118,1,27
920945,0.05259057265290222,19,671
94794,0.22352529319096798,4,456
4905985,0.38064516129032255,2,55
243277,0.026142716211772443,38,985
4037795,0.1703601108033241,5,28
5777567,0.07171052631578947,14,86
839494,0.0797948717948718,12,763
6636894,0.1628498727735369,6,242
399540,1.1764822526274044,0,117
651076,0.030267062314540058,33,1986
5042921,0.03949843260188088,25,342
4017211,0.316523400191022,3,149
2576398,0.1013719512195122,9,170
19767159,0.08524326497788501,11,366
13157623,0.18586640851887706,5,521
55077,0.02881558028616852,34,730
390688,0.129434158158851,7,891
15991542,0.07224730809308788,13,715
1761615,0.033757124068391056,29,762
933305,0.06081894821356885,16,1262
15366045,0.14355528405620036,6,712
17209722,0.03691860465116279,27,742
3861,0.02775,36,2079
1212157,0.025955035642478523,38,697
11760349,0.024096385542168676,41,1371
11317981,0.03180914512922465,31,839
4282335,0.038434163701067614,26,460
16263938,0.32727272727272727,3,67
623903,0.034578146611341634,29,1465
125787,0.07864644107351225,12,1404
170099,0.06402048655569782,15,507
700572,0.07245623158259663,13,245
609014,0.04072268425580729,24,715
893398,0.02900107411385607,34,551
23037918,0.04302422723475355,23,269
20569891,0.10233086981239341,9,422
211905,0.11422845691382766,8,398
11820662,0.059120768064679134,17,741
6561336,0.02885425442291491,34,1019
2615838,0.06390423572744015,15,297
18336458,0.10296474358974358,9,297
8271180,0.04988225219439092,20,293
23085006,0.08535564853556485,11,524
17448936,0.06707692307692308,15,496
4358157,0.061180292365998916,16,360
9505858,0.06210646823125358,16,318
6169056,0.030799052336851172,32,1609
25523690,0.20981472208312468,4,232
6968935,0.06423473433782712,15,524
15179295,0.04828226555246054,20,531
2708970,0.224244931733554,4,112
14596827,0.13716697441308362,7,216
2877947,0.09690273501177323,10,124
16120725,0.1518615284128021,6,252
24340726,0.05267740531127558,19,229
12023796,0.09985022466300549,10,598
310363,0.036542040263914735,27,582
11104969,0.04950495049504951,20,670
30886872,0.14220183486238533,7,111
32607130,0.23189368770764118,4,97
21573361,0.19383259911894274,5,677
5984052,0.11085089773614364,9,594
3082175,0.06601764526924248,15,179
84755,0.11351030110935023,8,404
24002831,0.19689849624060152,5,451
30827633,0.42467620995228356,2,308
27199084,0.0787292817679558,12,592
13037279,0.03254149040026033,31,1213
13380028,0.3184986595174263,3,281
372222,0.03491111587063611,28,1175
36510957,0.2503008423586041,4,98
27089876,0.06398448860882211,15,291
21386896,0.10697674418604651,9,828
39573,0.10215384615384615,9,422
1671,0.0590347923681257,17,844
986621,0.0828363154406892,12,239
665350,0.0676641357748995,14,2373
506262,0.059166523752358084,16,995
2034706,0.6529680365296804,1,38
3492060,0.09408689970597844,10,216
21894337,0.06961429915333961,14,1527
13997948,0.09318541996830428,10,2063
1123,0.0835718374356039,12,466
285145,0.05772870662460568,17,1390
360593,5.120218579234972,0,36
35331,0.16975609756097562,5,378
107440,0.022233802327601183,45,2766
21834,0.03974387281960698,25,2142
1030826,0.1156194603112074,8,209
703908,0.02559867877786953,39,1427
12580852,0.033212121212121214,30,514
23914831,0.07426823940585409,13,952
27684861,0.172,5,390
4635,0.028481012658227847,35,2506
90356,0.022365892014677615,45,1671
93622,0.03906976744186046,25,1346
252195,0.10813972923282635,9,161
1181105,0.47863247863247865,2,260
5680311,0.14848931466470155,6,469
232051,0.11699402220324509,8,552
284944,0.034278180619644036,29,959
329764,0.032047986289631535,31,578
4088632,0.12208573577337678,8,162
12331483,0.18631284916201118,5,143
9591150,0.05058365758754864,19,433
26906394,0.1260454002389486,7,288
12329968,0.037333333333333336,26,295
7030996,0.15418965064355136,6,111
23076,0.461734693877551,2,152
6878,0.1084967320261438,9,1739
